Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
12/24/2012,Logan,Amazon Basin,Unknown,,2.5',150,40,Northeast,Unknown,,,,,,,
12/23/2012,Salt Lake,Cardiff Fork,Unknown,New Snow/Old Snow Interface,4.5',35,150,West,9700,"40.604635000000, -111.648259000000",,,,,,
12/23/2012,Salt Lake,Murdock Peak,Unknown,,2',70,,North,9400,"40.693394000000, -111.602125000000",,,,,,
12/22/2012,Uintas,Super Bowl,Snowmobiler,Facets,3',500,300,Northeast,10400,"40.838132000000, -111.014614000000",,,,,,
12/22/2012,Uintas,Duchesne Ridge,Snowmobiler,Facets,3',150,100,Northeast,9500,"40.469698000000, -111.098557000000",,,,,,
12/21/2012,Uintas,Phone Shot,Snowmobiler,Ground Interface,3.5',800,600,Northeast,10200,"39.571028000000, -111.285968000000",,,,,,
12/21/2012,Uintas,Phone Shot,Snowmobiler,Facets,4',900,800,Northeast,Unknown,,,,,,,
12/21/2012,Salt Lake,Cinder Chutes,Natural,Facets,,,,East,9400,"40.671167000000, -111.599808000000",,,,,,
12/20/2012,Salt Lake,Maybird Gulch,Natural,,,,,Northeast,10000,"40.540026000000, -111.706538000000",,,,,,
12/20/2012,Provo,Elk Point,Natural,Facets,2.5',100,3000,East,9800,"40.388980000000, -111.621244000000",,,,,,
12/20/2012,Skyline,Big Drift/Skyline Summit,Snowboarder,Facets,4',250,300,Northeast,9400,"39.619045000000, -111.325922000000",,,,,,
12/20/2012,Uintas,Current Creek,Snowboarder,Facets,"4""",800,300,Northeast,,"40.387874000000, -111.176577000000",,,,,,
12/20/2012,Uintas,Whitney Basin,Snowmobiler,Facets,4',150,300,Northeast,10000,"40.872767000000, -110.973930000000",,,,,,
12/19/2012,Salt Lake,Dutch Draw,Snowboarder,New Snow/Old Snow Interface,2.5',300,700,East,9800,"40.654564000000, -111.593585000000",,,,,,
12/18/2012,Salt Lake,Millicent Peak,Explosive,Facets,3.5',250,,Northeast,10200,,,,,,,
12/18/2012,Salt Lake,Lackawaxen,Snowboarder,New Snow/Old Snow Interface,3',80,150,Northeast,10200,"40.596326000000, -111.559682000000",,,,,,
12/18/2012,Uintas,Current Creek,Natural,Facets,5',1000,500,Northeast,10400,"40.379309000000, -111.174345000000",,,,,,
12/18/2012,Uintas,Four Eagle Bowl,,Ground Interface,5',400,300,Northeast,9700,"40.832473000000, -111.065083000000",,,,,,
12/18/2012,Provo,Provo,Natural,Facets,2.5',,,East,8500,,,,,,,
12/18/2012,Provo,Mary Ellen,Unknown,,2',,,East,9900,"40.536935000000, -111.638470000000",,,,,,
12/17/2012,Logan,Logan,Natural,,,,2000,East,9000,"41.638026000000, -111.989136000000",,,,,,
12/17/2012,Logan,Logan,Natural,,unknown,,,East,9300,"41.916585000000, -111.653023000000",,,,,,
12/17/2012,Salt Lake,Bullen Basin,Natural,Facets,3',80,500,Northeast,9600,"41.931369000000, -111.670232000000",,,,,,
12/17/2012,Salt Lake,MacDonalds Draw,Natural,,3',200,800,Southeast,9300,"40.653220000000, -111.584487000000",,,,,,
12/17/2012,Salt Lake,Brighton Hill,Natural,New Snow/Old Snow Interface,"10""",5,50,North,9600,"40.604732000000, -111.570325000000",,,,,,
12/17/2012,Salt Lake,Millicent Peak,,Facets,2',50,,North,9900,"40.592578000000, -111.596117000000",,,,,,
12/17/2012,Uintas,Uintas,Natural,Facets,2.5',125,200,Northeast,9500,"40.840762000000, -111.048431000000",,,,,,
12/16/2012,Skyline,Wedding Ring Ridge,Natural,Facets,"15""",250,125,Northeast,9600,"39.603572000000, -111.282921000000",,,,,,
12/15/2012,Salt Lake,Sound of Music,Skier,New Snow/Old Snow Interface,"14""",50,,East,9100,"40.684706000000, -111.599979000000",,,,,,
12/15/2012,Salt Lake,Rocky Point,Skier,Density Change,unknown,Unknown,125,Northeast,10400,"40.578336000000, -111.597362000000",1,1,,,1,
12/14/2012,Salt Lake,Millicent Peak,Explosive,Surface Hoar,4',300,900,Northeast,10300,"40.582149000000, -111.585217000000",,,,,,
12/14/2012,Salt Lake,Two Dogs,Unknown,Facets,2.5',60,600,North,10100,"40.599291000000, -111.641221000000",,,,,,
12/14/2012,Salt Lake,Cardiac Bowl,Skier,Depth Hoar,"14""",20,,North,10700,"40.592578000000, -111.664824000000",,,,,,
12/13/2012,Salt Lake,Cardiff Fork,,Ground Interface,3',50,800,North,10000,"40.594924000000, -111.655941000000",,,,,,
12-12-12,Skyline,Wedding Ring Ridge,Snowmobiler,Facets,"12""",150,40,North,9600,"39.619111000000, -111.293564000000",,,,,,
12-11-12,Salt Lake,MacDonalds Draw,Skier,Facets,2',100,400,Northeast,9700,"40.644629000000, -111.577899000000",,,,,,
12-11-12,Salt Lake,Jupiter,Skier,Facets,"18""",500,Unknown,Northeast,9800,,,,,,,
12-10-12,Salt Lake,Little Water Peak,Skier,Facets,"18""",250,400,East,9500,"40.672143000000, -111.627016000000",,,,,,
12-09-12,Salt Lake,Squaretop,Skier,Facets,"16""",100,,East,9500,"40.666073000000, -111.601825000000",1,1,,,,
12-09-12,Salt Lake,Butler Fork,Skier,Facets,"18""",150,200,East,9400,"40.662280000000, -111.645341000000",1,,,,,
12-08-12,Salt Lake,Superior,Unknown,New Snow,unknown,80,Unknown,South,Unknown,"40.588407000000, -111.659546000000",2,2,,,,
12-08-12,Salt Lake,Banana Days,Skier,Facets,2',60,600,North,10300,"40.606915000000, -111.643667000000",,,,,,
12-04-12,Logan,Mt. Magog,Skier,Density Change,"18""",40,Unknown,Northeast,9400,"41.915787000000, -111.654224000000",,,,,,
11/29/2012,Salt Lake,Snake Creek,Skier,Graupel,"6""",15,200,Northeast,9700,,,,,,,
11-12-12,Salt Lake,Silver Fork Headwall,Skier,Facets,2.5',60,400,Northeast,9900,"40.598541000000, -111.627402000000",,,,,,
11-11-12,Salt Lake,Patsy Marly,Skier,New Snow/Old Snow Interface,2.5',100,100,North,9700,"40.592619000000, -111.616099000000",,1,,,,
11-11-12,Salt Lake,Two Dogs,Skier,Facets,3',70,450,North,10200,"40.599291000000, -111.642315000000",,,,,,
11-11-12,Salt Lake,Emma Ridges,Skier,New Snow,"18""",50,500,Southeast,10200,"40.598313000000, -111.628304000000",,,,,,
11-11-12,Salt Lake,Sunset Peak,Skier,Facets,3.5',1/4 mile,800,North,10400,"40.578590000000, -111.595087000000",,,,,,
11-10-12,Salt Lake,Pioneer Ridge,Skier,Facets,2',20,125,North,9900,,,,,,,
11-10-12,Salt Lake,Pioneer Bowl,Natural,Facets,unknown,,,North,9700,,,,,,,
11-10-12,Salt Lake,Grizzly Gulch,Skier,New Snow/Old Snow Interface,2',125,150,North,10000,"40.591275000000, -111.612425000000",,,,,,
11-09-12,Salt Lake,Sunset Peak,Snowboarder,New Snow/Old Snow Interface,"14""",80,30,North,10400,"40.577977000000, -111.595817000000",1,,,,,
05-05-12,Salt Lake,Broads Fork,Natural,Ground Interface,unknown,Unknown,Unknown,East,10000,"40.597953000000, -111.717739000000",,,,,,
05-03-12,Provo,Cascade Ridge,Unknown,,2',200,900,Northeast,10200,"40.299494000000, -111.584616000000",,,,,,
04/29/2012,Logan,"Miller Bowl, East",Skier,New Snow/Old Snow Interface,"6""",30,450,North,8700,"41.886049000000, -111.645341000000",,,,,,
04/27/2012,Salt Lake,Little Cottonwood Canyon,Explosive,,4',150,Unknown,North,10000,"0.000000000000, 0.000000000000",,,,,,
04/24/2012,Salt Lake,Stairs Gulch,Natural,,unknown,200,2000,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
04/23/2012,Salt Lake,Gods Lawnmower,Natural,Depth Hoar,3',250,1500,North,Unknown,"40.630695000000, -111.666069000000",,,,,,
04/23/2012,Salt Lake,Stairs Gulch,Natural,Depth Hoar,unknown,70,2000,North,Unknown,"40.604818000000, -111.730504000000",,,,,,
04/23/2012,Salt Lake,Little Cottonwood Canyon,Natural,,unknown,Unknown,Unknown,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
04/23/2012,Provo,Provo,Natural,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
04/22/2012,Salt Lake,Superior,Unknown,,unknown,Unknown,Unknown,Southeast,10500,"40.591959000000, -111.663365000000",,,,,,
04/22/2012,Provo,Provo Canyon,Natural,Depth Hoar,unknown,Unknown,Unknown,North,Unknown,"40.397026000000, -111.597061000000",,,,,,
04/21/2012,Uintas,Uintas,Natural,Density Change,2',1000,1000,Northeast,11500,"40.701203000000, -110.901961000000",,,,,,
04/20/2012,Salt Lake,Y Coulior,Natural,,unknown,Unknown,3500,North,9600,"0.000000000000, 0.000000000000",,,,,,
04/17/2012,Provo,American Fork,Unknown,,"12""",125,400,Northeast,9000,"40.426565000000, -111.674051000000",,,,,,
04/16/2012,Logan,Old Logway Canyon,Skier,New Snow/Old Snow Interface,"6""",40,450,Northeast,8600,"41.670817000000, -112.026393000000",,,,,,
04/15/2012,Salt Lake,Scotts Bowl,Skier,New Snow/Old Snow Interface,"10""",300,500,Northeast,10100,"0.000000000000, 0.000000000000",,,,,,
04/15/2012,Salt Lake,Mill B South,Natural,,unknown,100,250,North,8100,"0.000000000000, 0.000000000000",,,,,,
04/14/2012,Uintas,Uintas,Natural,New Snow,unknown,Unknown,Unknown,North,11400,"40.702960000000, -110.905008000000",,,,,,
04/13/2012,Salt Lake,Squaretop,Unknown,New Snow,"8""",80,400,East,9700,"0.000000000000, 0.000000000000",,,,,,
04/13/2012,Logan,Old Logway Canyon,Natural,New Snow/Old Snow Interface,"10""",45,600,East,8600,"41.668528000000, -112.024198000000",,,,,,
04-12-12,Salt Lake,Superior,Skier,,unknown,10,Unknown,South,10600,"40.599208000000, -111.645103000000",1,1,,,1,
04-08-12,Salt Lake,Banana Days,Skier,New Snow/Old Snow Interface,"6""",20,60,Northeast,Unknown,"40.615682000000, -111.643129000000",,,,,,
04-08-12,Salt Lake,Canyons side country,Snowboarder,New Snow/Old Snow Interface,unknown,50,500,East,9400,"40.671004000000, -111.599808000000",,1,,,,
04-07-12,Salt Lake,Toledo Chutes,Skier,Density Change,unknown,Unknown,Unknown,Southeast,10000,"40.596880000000, -111.647015000000",,,,,,
04-07-12,Salt Lake,Dutch Draw,Natural,,unknown,50,200,East,9700,"0.000000000000, 0.000000000000",,,,,,
04-02-12,Salt Lake,Bells Canyon,Natural,,unknown,60,500,East,9500,"40.545896000000, -111.758766000000",,,,,,
04-02-12,Salt Lake,Home Run,Unknown,,unknown,70,300,East,9000,"40.681940000000, -111.600409000000",,,,,,
04-02-12,Ogden,South of Snowbasin,Natural,Surface Hoar,"20""",100,600,Northeast,8500,"41.166754000000, -111.872513000000",,,,,,
03/31/2012,Skyline,Skyline,Snowmobiler,Depth Hoar,3.5',50,300,East,10300,"39.532363000000, -111.297941000000",,,,,,
03/30/2012,Salt Lake,Mill B South,Unknown,,4',Unknown,400,West,8400,"0.000000000000, 0.000000000000",,,,,,
03/20/2012,Salt Lake,Wall of Voodoo,Skier,,3',70,600,Northeast,9400,"40.665731000000, -111.598992000000",1,,,,,
03/19/2012,Logan,Bobcat,Skier,New Snow/Old Snow Interface,"12""",50,175,Northeast,8000,"41.821095000000, -111.670489000000",,,,,,
03/19/2012,Salt Lake,Gods Lawnmower,Skier,Depth Hoar,3',350,1750,North,10200,"40.628546000000, -111.666541000000",1,1,,,,
03/17/2012,Moab,North Goup,Natural,Depth Hoar,unknown,Unknown,Unknown,Northwest,9600,"38.550401000000, -109.272208000000",,,,,,
03/16/2012,Logan,Hells Canyon,Skier,,unknown,Unknown,Unknown,Northeast,8500,"0.000000000000, 0.000000000000",,,,,,
03/15/2012,Ogden,South of Snowbasin,Natural,Surface Hoar,"16""",70,Unknown,Northeast,7500,"41.178371000000, -111.853738000000",,,,,,
03/15/2012,Ogden,Snowbasin Backcountry,Natural,,unknown,70,600,Northeast,8000,"41.178719000000, -111.856871000000",,,,,,
03/15/2012,Salt Lake,Red Pine Gulch,Unknown,,unknown,25,300,North,7500,"0.000000000000, 0.000000000000",,,,,,
03/15/2012,Logan,South Hollow,Natural,Depth Hoar,3',200,300,East,8600,"41.693713000000, -111.691732000000",,,,,,
03/14/2012,Moab,Noriega Face,Unknown,,unknown,Unknown,Unknown,Northeast,10500,"38.457554000000, -109.267874000000",,,,,,
03/14/2012,Ogden,Thurston Peak,Natural,,"18""",100,Unknown,North,8400,"41.104870000000, -111.845670000000",,,,,,
03/14/2012,Salt Lake,Y Coulior,Skier,,unknown,Unknown,3250,North,9600,"40.558808000000, -111.726537000000",,,,,,
03/13/2012,Moab,Exxons Folley,Unknown,,"2""",Unknown,200,Northeast,Unknown,"38.453555000000, -109.264998000000",,,,,,
03-12-12,Salt Lake,Canyons side country,Natural,,"10""",35,200,South,9600,"40.669420000000, -111.603489000000",,,,,,
03-11-12,Provo,Mary Ellen,Natural,,unknown,100,Unknown,Northeast,10000,"0.000000000000, 0.000000000000",,,,,,
03-10-12,Provo,Ant Knolls,Snow Bike,New Snow/Old Snow Interface,"18""",250,Unknown,Southeast,9600,"40.551803000000, -111.568798000000",,,,,,
03-09-12,Salt Lake,Holy Toledo,Natural,,2',250,700,West,10100,"40.601983000000, -111.647422000000",,,,,,
03-08-12,Uintas,Whitney Basin,Snowmobiler,Facets,2',150,250,Northeast,9800,"40.910659000000, -110.974789000000",,,,,,
03-08-12,Logan,Logan Peak,Snowmobiler,Depth Hoar,2.5',50,250,East,9300,"41.712745000000, -111.714692000000",,,,,,
03-08-12,Logan,Double Top Mountain or Gunsight Peak,Snowmobiler,,4',600,450,Northeast,9400,"41.974487000000, -111.657915000000",1,1,,,,
03-08-12,Skyline,Skyline,Natural,Depth Hoar,"14""",35,20,Northeast,8800,"39.647733000000, -111.254125000000",,,,,,
03-05-12,Salt Lake,Raymond Peak,Natural,,unknown,Unknown,Unknown,East,10000,"0.000000000000, 0.000000000000",,,,,,
03-05-12,Logan,Ham Hollow,Natural,,2',700,2000,Southeast,8800,"41.821702000000, -111.677828000000",,,,,,
03-05-12,Salt Lake,Cinder Chutes,Natural,,unknown,70,400,Northeast,9500,"40.671232000000, -111.600280000000",,,,,,
03-05-12,Logan,Ladybug Hill,Unknown,,3.5',200,Unknown,East,9600,"41.945111000000, -111.652411000000",,,,,,
03-05-12,Salt Lake,Pinecone Ridge,Natural,New Snow/Old Snow Interface,"12""",200,300,East,9500,"40.621608000000, -111.551528000000",,,,,,
03-04-12,Salt Lake,Park City Ridgeline,Unknown,,4.5',700,Unknown,Southeast,9800,"40.630891000000, -111.564445000000",,,,,,
03-04-12,SE Idaho,Boss Canyon,Unknown,,unknown,Unknown,Unknown,East,9500,"41.985508000000, -111.657947000000",,,,,,
03-04-12,Ogden,South Face,Natural,,unknown,300,2250,Southeast,9000,"41.359288000000, -111.960812000000",,,,,,
03-04-12,Salt Lake,Cardiac Ridge,Unknown,,unknown,Unknown,Unknown,,9800,"40.606915000000, -111.663580000000",,,,,,
03-04-12,Ogden,James Peak,Unknown,,unknown,Unknown,Unknown,South,8900,"41.389173000000, -111.793442000000",,,,,,
03-04-12,Salt Lake,Mt Aire,Skier,New Snow/Old Snow Interface,2',200,1000,East,8100,"40.723961000000, -111.691904000000",,,,,,
03-04-12,Provo,Bunnels,Natural,,4',1000,3000,East,10800,"0.000000000000, 0.000000000000",,,,,,
03-04-12,Logan,"Providence Peak, East Face",Unknown,,2',300,500,East,9500,"41.702044000000, -111.711216000000",,,,,,
03-04-12,Provo,Snake Creek,Snowmobiler,Ground Interface,4',500,1000,East,9700,"40.580585000000, -111.569939000000",,,,,,
03-04-12,Salt Lake,Flagstaff Ridge,Natural,,2.5',350,500,South,9700,"40.596802000000, -111.642702000000",,,,,,
03-04-12,Uintas,Uintas,Snowmobiler,Surface Hoar,2',125,150,Northeast,10000,"40.869911000000, -110.969124000000",,,,,,
03-04-12,Salt Lake,Kessler Peak,Natural,,"12""",100,Unknown,Southeast,9600,"40.621901000000, -111.664267000000",,,,,,
03-04-12,Uintas,Uintas,Snowmobiler,Depth Hoar,2',800,600,East,9500,"40.287055000000, -111.125379000000",1,1,1,,,
03-04-12,Salt Lake,Snowbird Ski Resort,Snowboarder,Facets,2.5',60,500,West,9500,"40.578474000000, -111.643066000000",1,1,,,1,
03-04-12,Salt Lake,Butler Basin,Unknown,,unknown,Unknown,Unknown,Northeast,Unknown,"40.665991000000, -111.681519000000",,,,,,
03-04-12,Uintas,Hoyt Peak,Snowmobiler,Depth Hoar,2.5',600,400,East,10000,"40.695867000000, -111.198721000000",1,1,,1,1,
03-04-12,Ogden,James Peak,Natural,Facets,3.5',200,450,Southeast,8800,"41.388336000000, -111.793270000000",,,,,,
03-04-12,Salt Lake,Butler Fork,Natural,,unknown,Unknown,Unknown,East,Unknown,"40.670874000000, -111.664696000000",,,,,,
03-04-12,Salt Lake,Toll Canyon,Snowboarder,Ground Interface,2',300,500,East,Unknown,"40.703676000000, -111.582341000000",,,,,,
03-04-12,Salt Lake,Butler Basin,Natural,,"20""",80,150,Northeast,9400,"40.665097000000, -111.676043000000",,,,,,
03-04-12,Salt Lake,Mountain Dell Canyon,Natural,,"18""",1000,500,Southeast,8600,"40.837775000000, -111.714735000000",,,,,,
03-04-12,Salt Lake,Meadows,Natural,,2',100,500,East,9000,"40.621119000000, -111.623325000000",,,,,,
03-04-12,Salt Lake,Alexander Basin,Natural,,unknown,Unknown,Unknown,Northeast,Unknown,"40.675268000000, -111.682420000000",,,,,,
03-04-12,Logan,"Mt. Magog, South Ridge",Unknown,,4',300,400,Southeast,9400,"41.914541000000, -111.659632000000",,,,,,
03-04-12,Salt Lake,Davenport Hill,Explosive,,2.5',900,1000,Southeast,10000,"40.599063000000, -111.621609000000",,,,,,
03-04-12,Salt Lake,Little Water,Unknown,,unknown,Unknown,Unknown,Northeast,9400,"40.672176000000, -111.626673000000",,,,,,
03-04-12,Provo,Caribou Basin,Unknown,,3.5',150,800,South,10000,"40.583192000000, -111.566849000000",,,,,,
03-04-12,Salt Lake,Patsy Marly,Explosive,,3',300,500,West,9600,"40.592187000000, -111.619034000000",,,,,,
03-04-12,Skyline,Miller Flat,Natural,,unknown,Unknown,Unknown,East,9700,"39.524537000000, -111.265969000000",,,,,,
03-04-12,Salt Lake,Lake Mary,Unknown,Density Change,"9""",50,100,Southeast,9200,"40.586060000000, -111.592941000000",,,,,,
03-04-12,Logan,"Hunters Cave, South Ridge",Unknown,,unknown,200,Unknown,East,9300,"41.910947000000, -111.658076000000",,,,,,
03-04-12,Ogden,Ben Lomond,Natural,,unknown,Unknown,Unknown,South,Unknown,"41.357806000000, -111.960940000000",,,,,,
03-03-12,Salt Lake,Mineral Fork,Skier,,2',150,600,West,8600,"40.620891000000, -111.680145000000",,,,,,
03-03-12,Salt Lake,Butler Fork,Natural,New Snow/Old Snow Interface,"14""",70,200,East,9100,"40.664884000000, -111.643367000000",,,,,,
03-03-12,Moab,Beaver Basin,Snowmobiler,,2',700,1000,Southeast,10200,"38.539320000000, -109.209852000000",1,1,,1,,1
03-03-12,Salt Lake,west porter,Skier,,unknown,Unknown,Unknown,,Unknown,"40.673608000000, -111.721988000000",1,1,,1,,
03-03-12,Salt Lake,Butler Fork,Natural,,unknown,Unknown,Unknown,Northeast,Unknown,"40.663778000000, -111.643925000000",,,,,,
03-03-12,Salt Lake,Lambs Canyon,Skier,New Snow/Old Snow Interface,3',350,1000,Northeast,8200,"40.715297000000, -111.670618000000",,,,,,
03-03-12,Salt Lake,Reynolds East Face Shoulder,Skier,Density Change,3',300,600,East,9300,"40.664331000000, -111.643710000000",,,,,,
03-03-12,Moab,East Face Laurel Peak,Unknown,,unknown,Unknown,Unknown,East,Unknown,"0.000000000000, 0.000000000000",,,,,,
03-03-12,Salt Lake,West Willow,Unknown,,unknown,1000,800,Northeast,9600,"40.647304000000, -111.598907000000",,,,,,
03-03-12,Salt Lake,Black Jack,Unknown,Facets,unknown,60,500,West,9500,"40.580951000000, -111.644611000000",1,1,,,1,
03-03-12,Uintas,Co-op Creek,Snowmobiler,New Snow/Old Snow Interface,2',175,350,East,9000,"40.641743000000, -111.131172000000",,,,,,
03-03-12,Salt Lake,west porter,Unknown,,2.5',300,500,Northeast,9500,"0.000000000000, 0.000000000000",,,,,,
03-03-12,Salt Lake,Mt Aire,Skier,,2',100,1000,East,8500,"40.723063000000, -111.694007000000",,,,,,
03-03-12,Salt Lake,West Monitor,Unknown,,2',100,400,West,9500,"0.000000000000, 0.000000000000",,,,,,
03-03-12,Ogden,Farmington Canyon,Snowmobiler,,4',500,1000,East,Unknown,"0.000000000000, 0.000000000000",1,1,1,,,
03-02-12,Ogden,Holbrook Creek,Snowmobiler,Facets,2.5',50,200,North,8400,"40.880769000000, -111.767542000000",1,1,1,,,
03-02-12,Logan,Wellsville Cone,Natural,,unknown,Unknown,Unknown,Northeast,9000,"41.644504000000, -112.012010000000",,,,,,
03-02-12,Salt Lake,Bear Trap,Natural,,"20""",150,Unknown,Southeast,9200,"40.654239000000, -111.614571000000",,,,,,
03-02-12,Logan,Green Gate Area,Natural,Density Change,"8""",60,125,North,7400,"41.686983000000, -111.728768000000",,,,,,
03-02-12,Salt Lake,South Face of Reynolds,Skier,,"18""",200,800,Southeast,9000,"40.660107000000, -111.645942000000",,,,,,
03-02-12,Provo,Ipanna,Natural,,2.5',250,1750,East,10100,"40.375255000000, -111.612511000000",,,,,,
03-02-12,Salt Lake,Silver Fork,Skier,,2.5',150,Unknown,East,9900,"40.603677000000, -111.629527000000",,,,,,
03-02-12,Ogden,Toilet Bowl,Skier,Facets,"2""",150,800,East,8500,"0.000000000000, 0.000000000000",2,1,,,,
03-02-12,Salt Lake,West Bowl,Natural,,2',250,Unknown,Southeast,9600,"40.604101000000, -111.626780000000",,,,,,
03-02-12,Salt Lake,Main Days,Natural,,2.5',1000,1000,Northeast,10400,"40.606590000000, -111.644440000000",,,,,,
03-02-12,Salt Lake,Dougs Drop,Natural,,2.5',250,Unknown,,9800,"40.605958000000, -111.627982000000",,,,,,
03-02-12,Logan,White Rock Hollow,Skier,Depth Hoar,3.5',1000,700,Northeast,9000,"41.683425000000, -111.692891000000",,,,,,
03-02-12,Salt Lake,Lambs Canyon,Skier,Facets,3',Unknown,800,Northeast,8900,"40.698080000000, -111.650620000000",,,,,,
03-02-12,Uintas,Upper Weber Canyon,Snowboarder,New Snow/Old Snow Interface,2.5',80,400,East,10400,"40.843230000000, -111.069245000000",,,,,,
03-02-12,Uintas,Red Creek,Natural,New Snow,"10""",1000,700,North,10300,"40.838944000000, -111.067829000000",,,,,,
03-02-12,Logan,Naomi Trail,Unknown,Depth Hoar,4',70,200,East,8400,"41.901723000000, -111.645974000000",,,,,,
03-02-12,Ogden,Toilet Bowl,Skier,Facets,"18""",200,900,East,Unknown,"40.710313000000, -111.658173000000",1,1,,,,
03-02-12,Uintas,Reservoir Ridge,Natural,,2.5',1000,300,East,9700,"40.486729000000, -111.123877000000",,,,,,
03-02-12,Ogden,Ben Lomond Headwall,Natural,,2.5',400,300,North,8600,"41.361060000000, -111.944847000000",,,,,,
03-02-12,Provo,Trailer Court Canyon,Unknown,Facets,3',500,Unknown,Southeast,8000,"40.366835000000, -111.591954000000",,,,,,
03-01-12,Salt Lake,Hidden Canyon,Snowboarder,New Snow/Old Snow Interface,"6""",30,150,Northwest,Unknown,"40.594729000000, -111.561785000000",1,,,,,
03-01-12,Skyline,Paradise Creek,Natural,Facets,unknown,Unknown,Unknown,East,9700,"39.480063000000, -111.277986000000",,,,,,
03-01-12,Salt Lake,Brighton Perimeter,Explosive,,3',80,200,Northwest,10000,"40.590949000000, -111.598263000000",,,,,,
03-01-12,Provo,Snake Creek,Unknown,,unknown,500,700,North,9700,"40.564025000000, -111.584015000000",,,,,,
03-01-12,Salt Lake,Kessler Peak,Unknown,,unknown,100,Unknown,West,9600,"0.000000000000, 0.000000000000",,,,,,
03-01-12,Salt Lake,Toots to Boot,Natural,Facets,"2""",Unknown,900,Northeast,9200,"40.682611000000, -111.682656000000",,,,,,
03-01-12,Salt Lake,Bonkers,Natural,,unknown,150,800,Northeast,10200,"0.000000000000, 0.000000000000",,,,,,
03-01-12,Salt Lake,Canyons side country,Unknown,,2',80,200,Northwest,9200,"40.653425000000, -111.585045000000",,,,,,
03-01-12,Skyline,Staker,Natural,Facets,unknown,1/2 mile,Unknown,Northeast,9900,"39.552736000000, -111.278694000000",,,,,,
03-01-12,Salt Lake,Monitors,Natural,Facets,3',900,900,North,10000,"40.632291000000, -111.573415000000",,,,,,
03-01-12,Skyline,Miller Flat,Natural,,unknown,Unknown,600,East,9600,"39.526450000000, -111.262815000000",,,,,,
03-01-12,Salt Lake,Brighton Perimeter,Skier,New Snow,2',350,250,Northeast,10000,"40.583681000000, -111.577964000000",,,,,,
03-01-12,Salt Lake,Meadows,Skier,Facets,2',150,450,Northeast,8900,"40.617601000000, -111.623883000000",,,,,,
03-01-12,Skyline,Seeley Creek,Natural,Facets,unknown,1/2 mile,Unknown,Northeast,10500,"39.498305000000, -111.287813000000",,,,,,
03-01-12,Salt Lake,Raymond Peak,Natural,,unknown,Unknown,Unknown,North,9000,"0.000000000000, 0.000000000000",,,,,,
03-01-12,Skyline,Bennets Canyon,Natural,Facets,unknown,Unknown,Unknown,Northeast,10600,"39.494404000000, -111.286697000000",,,,,,
02/29/2012,Provo,Chablis,Skier,Density Change,2',300,600,Northeast,9200,"40.369555000000, -111.606332000000",,,,,,
02/29/2012,Salt Lake,Tuscarora,Natural,,5',300,Unknown,Southeast,10600,"0.000000000000, 0.000000000000",,,,,,
02/29/2012,Salt Lake,West Monitor,Natural,,unknown,250,Unknown,Northeast,9800,"40.637567000000, -111.575217000000",,,,,,
02/28/2012,Salt Lake,Summit Park,Skier,,2.5',100,200,North,7700,"40.733470000000, -111.606503000000",,,,,,
02/28/2012,Salt Lake,East Bowl,Skier,New Snow/Old Snow Interface,"12""",200,Unknown,Northwest,10100,"0.000000000000, 0.000000000000",,,,,,
02/28/2012,Salt Lake,Davenport Hill,Skier,,2.5',100,400,Northeast,10000,"0.000000000000, 0.000000000000",,,,,,
02/28/2012,Logan,South Wide Canyon,Natural,,unknown,40,400,East,7300,"41.581059000000, -111.995963000000",,,,,,
02/28/2012,Salt Lake,Main Porter,Unknown,,"10""",150,200,Northwest,9200,"0.000000000000, 0.000000000000",,,,,,
02/28/2012,Salt Lake,Alexander Basin,Skier,New Snow/Old Snow Interface,"8""",200,600,East,9500,"0.000000000000, 0.000000000000",,,,,,
02/28/2012,Salt Lake,South Monitor Bowl,Skier,New Snow/Old Snow Interface,"18""",150,700,Southeast,10000,"0.000000000000, 0.000000000000",,,,,,
02/27/2012,Logan,"Providence Peak, East Face",Natural,,unknown,100,500,Northeast,9600,"41.704180000000, -111.712421000000",,,,,,
02/26/2012,Salt Lake,Cardiff Pass,Skier,,"12""",175,450,South,10100,"40.596717000000, -111.649675000000",,,,,,
02/26/2012,Provo,Eagle Run,Skier,,"12""",80,200,East,9400,"40.560198000000, -111.590110000000",,,,,,
02/26/2012,Salt Lake,Dutch Draw,Skier,,unknown,125,400,East,9500,"40.654042000000, -111.591698000000",,,,,,
02/26/2012,Salt Lake,Days Fork,Skier,,"12""",125,500,East,10300,"40.604309000000, -111.642294000000",,,,,,
02/25/2012,Provo,Big Springs,Natural,Facets,2',300,Unknown,North,Unknown,"40.304326000000, -111.580603000000",,,,,,
02/25/2012,Provo,Dry Fork,Snowmobiler,,3',80,100,Southwest,10400,"40.575793000000, -111.594272000000",,,,,,
02/25/2012,Moab,Moab,Skier,,"13""",25,70,Northeast,10300,"0.000000000000, 0.000000000000",,,,,,
