STATION,DATE,AWND,WSFI
GHCND:USS0011J69S,20090904,2.91,11.4
GHCND:USS0011J69S,20090905,2.24,11.4
GHCND:USS0011J69S,20090906,2.91,11.9
GHCND:USS0011J69S,20090907,2.91,13.2
GHCND:USS0011J69S,20090908,2.91,7.8
GHCND:USS0011J69S,20090909,2.91,8.3
GHCND:USS0011J69S,20090910,2.91,8.1
GHCND:USS0011J69S,20090911,2.91,13.2
GHCND:USS0011J69S,20090912,2.46,9.6
GHCND:USS0011J69S,20090913,2.91,16.8
GHCND:USS0011J69S,20090914,2.24,11.9
GHCND:USS0011J69S,20090915,2.01,6.5
GHCND:USS0011J69S,20090917,2.46,9.4
GHCND:USS0011J69S,20090918,2.91,13.4
GHCND:USS0011J69S,20090919,2.91,14.8
GHCND:USS0011J69S,20090920,2.91,13.9
GHCND:USS0011J69S,20090921,2.68,12.1
GHCND:USS0011J69S,20090922,3.13,8.3
GHCND:USS0011J69S,20090923,2.91,9.2
GHCND:USS0011J69S,20090924,3.13,9.4
GHCND:USS0011J69S,20090925,3.13,9.4
GHCND:USS0011J69S,20090926,3.36,11.2
GHCND:USS0011J69S,20090927,3.13,8.7
GHCND:USS0011J69S,20090928,2.91,9.8
GHCND:USS0011J69S,20090929,3.80,17.7
GHCND:USS0011J69S,20090930,2.91,18.1
GHCND:USS0011J69S,20091001,1.79,8.1
GHCND:USS0011J69S,20091002,2.46,8.5
GHCND:USS0011J69S,20091003,2.46,10.1
GHCND:USS0011J69S,20091004,1.12,12.3
GHCND:USS0011J69S,20091005,0.89,7.6
GHCND:USS0011J69S,20091006,1.79,7.6
GHCND:USS0011J69S,20091007,2.46,7.8
GHCND:USS0011J69S,20091008,2.46,12.3
GHCND:USS0011J69S,20091009,3.58,16.6
GHCND:USS0011J69S,20091010,2.46,10.5
GHCND:USS0011J69S,20091011,2.91,14.1
GHCND:USS0011J69S,20091012,2.46,11.4
GHCND:USS0011J69S,20091013,2.46,13.0
GHCND:USS0011J69S,20091014,2.46,12.5
GHCND:USS0011J69S,20091015,2.46,8.1
GHCND:USS0011J69S,20091016,2.46,6.5
GHCND:USS0011J69S,20091017,2.91,6.7
GHCND:USS0011J69S,20091018,2.91,12.3
GHCND:USS0011J69S,20091019,2.46,14.1
GHCND:USS0011J69S,20091020,1.34,11.4
GHCND:USS0011J69S,20091021,1.79,9.8
GHCND:USS0011J69S,20091022,2.01,10.3
GHCND:USS0011J69S,20091023,2.68,13.9
GHCND:USS0011J69S,20091024,2.46,15.2
GHCND:USS0011J69S,20091025,2.01,9.8
GHCND:USS0011J69S,20091026,2.46,8.3
GHCND:USS0011J69S,20091027,2.68,17.7
GHCND:USS0011J69S,20091028,1.34,11.0
GHCND:USS0011J69S,20091029,1.79,11.4
GHCND:USS0011J69S,20091030,1.34,11.0
GHCND:USS0011J69S,20091031,2.46,6.0
GHCND:USS0011J69S,20091101,2.91,6.0
GHCND:USS0011J69S,20091102,2.91,6.3
GHCND:USS0011J69S,20091103,2.91,7.4
GHCND:USS0011J69S,20091104,3.58,6.7
GHCND:USS0011J69S,20091105,3.58,14.8
GHCND:USS0011J69S,20091106,3.58,15.7
GHCND:USS0011J69S,20091107,2.68,6.9
GHCND:USS0011J69S,20091108,2.24,8.5
GHCND:USS0011J69S,20091109,2.91,5.6
GHCND:USS0011J69S,20091110,2.24,8.3
GHCND:USS0011J69S,20091111,2.91,13.4
GHCND:USS0011J69S,20091112,3.13,14.3
GHCND:USS0011J69S,20091113,1.34,7.4
GHCND:USS0011J69S,20091114,2.01,14.8
GHCND:USS0011J69S,20091115,2.24,6.3
GHCND:USS0011J69S,20091116,2.68,5.1
GHCND:USS0011J69S,20091117,3.58,6.0
GHCND:USS0011J69S,20091118,2.68,6.7
GHCND:USS0011J69S,20091119,2.68,7.4
GHCND:USS0011J69S,20091120,3.13,10.5
GHCND:USS0011J69S,20091121,3.13,18.8
GHCND:USS0011J69S,20091122,2.91,13.6
GHCND:USS0011J69S,20091123,1.79,11.2
GHCND:USS0011J69S,20091124,2.46,4.7
GHCND:USS0011J69S,20091125,2.46,4.7
GHCND:USS0011J69S,20091126,3.36,6.0
GHCND:USS0011J69S,20091127,2.91,9.6
GHCND:USS0011J69S,20091128,2.68,13.9
GHCND:USS0011J69S,20091129,2.24,12.3
GHCND:USS0011J69S,20091130,2.68,4.5
GHCND:USS0011J69S,20091201,2.24,7.6
GHCND:USS0011J69S,20091202,2.01,5.8
GHCND:USS0011J69S,20091203,2.24,6.7
GHCND:USS0011J69S,20091204,2.68,7.6
GHCND:USS0011J69S,20091205,2.46,9.2
GHCND:USS0011J69S,20091206,1.79,10.3
GHCND:USS0011J69S,20091207,2.46,10.3
GHCND:USS0011J69S,20091208,2.68,12.5
GHCND:USS0011J69S,20091209,2.46,10.7
GHCND:USS0011J69S,20091210,3.13,5.4
GHCND:USS0011J69S,20091211,2.46,5.8
GHCND:USS0011J69S,20091212,2.24,10.7
GHCND:USS0011J69S,20091213,2.91,14.3
GHCND:USS0011J69S,20091214,2.46,13.0
GHCND:USS0011J69S,20091215,2.46,6.3
GHCND:USS0011J69S,20091216,1.79,4.7
GHCND:USS0011J69S,20091217,2.46,4.7
GHCND:USS0011J69S,20091218,2.24,6.5
GHCND:USS0011J69S,20091219,2.68,5.6
GHCND:USS0011J69S,20091220,2.91,9.4
GHCND:USS0011J69S,20091221,2.91,6.0
GHCND:USS0011J69S,20091222,1.57,9.2
GHCND:USS0011J69S,20091223,1.79,8.3
GHCND:USS0011J69S,20091224,2.46,7.6
GHCND:USS0011J69S,20091225,2.01,5.8
GHCND:USS0011J69S,20091226,2.46,4.7
GHCND:USS0011J69S,20091227,2.46,4.7
GHCND:USS0011J69S,20091228,2.91,5.8
GHCND:USS0011J69S,20091229,1.12,5.4
GHCND:USS0011J69S,20091230,1.79,13.0
GHCND:USS0011J69S,20091231,1.12,4.7
GHCND:USS0011J69S,20100101,1.12,7.2
GHCND:USS0011J69S,20100102,2.46,11.4
GHCND:USS0011J69S,20100103,2.91,4.7
GHCND:USS0011J69S,20100104,2.91,4.7
GHCND:USS0011J69S,20100105,1.79,7.4
GHCND:USS0011J69S,20100106,1.79,10.3
GHCND:USS0011J69S,20100107,2.46,6.7
GHCND:USS0011J69S,20100108,2.91,5.4
GHCND:USS0011J69S,20100109,1.79,9.2
GHCND:USS0011J69S,20100110,2.46,4.5
GHCND:USS0011J69S,20100111,2.91,6.5
GHCND:USS0011J69S,20100112,2.91,8.9
GHCND:USS0011J69S,20100113,2.24,6.9
GHCND:USS0011J69S,20100114,1.57,8.5
GHCND:USS0011J69S,20100115,2.68,6.5
GHCND:USS0011J69S,20100116,2.68,6.7
GHCND:USS0011J69S,20100117,2.46,6.3
GHCND:USS0011J69S,20100118,1.34,8.3
GHCND:USS0011J69S,20100119,2.68,14.3
GHCND:USS0011J69S,20100120,1.57,9.6
GHCND:USS0011J69S,20100121,2.01,19.2
GHCND:USS0011J69S,20100122,3.58,16.1
GHCND:USS0011J69S,20100123,3.36,12.1
GHCND:USS0011J69S,20100124,2.46,11.2
GHCND:USS0011J69S,20100125,2.46,7.2
GHCND:USS0011J69S,20100126,2.01,7.4
GHCND:USS0011J69S,20100127,2.01,11.2
GHCND:USS0011J69S,20100128,2.46,12.5
GHCND:USS0011J69S,20100129,2.46,5.1
GHCND:USS0011J69S,20100130,2.68,10.5
GHCND:USS0011J69S,20100131,2.68,11.4
GHCND:USS0011J69S,20100201,1.79,6.9
GHCND:USS0011J69S,20100202,2.68,5.6
GHCND:USS0011J69S,20100203,1.79,6.3
GHCND:USS0011J69S,20100204,2.24,7.4
GHCND:USS0011J69S,20100205,1.57,9.2
GHCND:USS0011J69S,20100206,1.12,6.9
GHCND:USS0011J69S,20100207,2.46,11.4
GHCND:USS0011J69S,20100208,1.79,6.7
GHCND:USS0011J69S,20100209,2.91,9.4
GHCND:USS0011J69S,20100210,2.46,8.1
GHCND:USS0011J69S,20100211,2.24,8.3
GHCND:USS0011J69S,20100212,1.79,11.2
GHCND:USS0011J69S,20100213,2.24,12.3
GHCND:USS0011J69S,20100214,1.79,7.2
GHCND:USS0011J69S,20100215,2.01,9.4
GHCND:USS0011J69S,20100216,1.79,7.4
GHCND:USS0011J69S,20100217,1.79,5.8
GHCND:USS0011J69S,20100218,1.79,7.4
GHCND:USS0011J69S,20100219,2.01,8.7
GHCND:USS0011J69S,20100220,2.01,8.7
GHCND:USS0011J69S,20100221,1.79,8.5
GHCND:USS0011J69S,20100222,2.46,6.9
GHCND:USS0011J69S,20100223,2.68,6.9
GHCND:USS0011J69S,20100224,2.01,7.6
GHCND:USS0011J69S,20100225,2.01,12.1
GHCND:USS0011J69S,20100226,2.24,6.5
GHCND:USS0011J69S,20100227,2.24,7.2
GHCND:USS0011J69S,20100228,2.24,9.2
GHCND:USS0011J69S,20100301,2.68,6.5
GHCND:USS0011J69S,20100302,2.91,11.4
GHCND:USS0011J69S,20100303,2.01,13.2
GHCND:USS0011J69S,20100304,1.79,13.2
GHCND:USS0011J69S,20100305,2.01,8.7
GHCND:USS0011J69S,20100306,1.57,8.1
GHCND:USS0011J69S,20100307,2.01,9.8
GHCND:USS0011J69S,20100308,2.24,8.1
GHCND:USS0011J69S,20100309,2.24,13.9
GHCND:USS0011J69S,20100310,2.46,14.8
GHCND:USS0011J69S,20100311,2.68,10.3
GHCND:USS0011J69S,20100312,2.46,6.9
GHCND:USS0011J69S,20100313,1.79,9.6
GHCND:USS0011J69S,20100314,1.79,8.5
GHCND:USS0011J69S,20100315,2.01,11.9
GHCND:USS0011J69S,20100316,2.91,7.2
GHCND:USS0011J69S,20100317,2.46,5.8
GHCND:USS0011J69S,20100318,2.46,9.2
GHCND:USS0011J69S,20100319,2.01,10.7
GHCND:USS0011J69S,20100320,2.68,8.9
GHCND:USS0011J69S,20100321,3.36,11.4
GHCND:USS0011J69S,20100322,2.68,11.0
GHCND:USS0011J69S,20100323,2.46,11.4
GHCND:USS0011J69S,20100324,2.24,9.4
GHCND:USS0011J69S,20100325,3.36,18.3
GHCND:USS0011J69S,20100326,2.68,16.6
GHCND:USS0011J69S,20100327,2.24,8.3
GHCND:USS0011J69S,20100328,3.13,9.6
GHCND:USS0011J69S,20100329,3.36,13.4
GHCND:USS0011J69S,20100330,4.92,25.9
GHCND:USS0011J69S,20100331,1.79,10.1
GHCND:USS0011J69S,20100401,3.13,18.8
GHCND:USS0011J69S,20100402,3.58,14.8
GHCND:USS0011J69S,20100403,4.25,22.6
GHCND:USS0011J69S,20100404,1.57,10.3
GHCND:USS0011J69S,20100405,4.25,23.7
GHCND:USS0011J69S,20100406,4.25,17.9
GHCND:USS0011J69S,20100407,2.91,12.5
GHCND:USS0011J69S,20100408,3.36,11.6
GHCND:USS0011J69S,20100409,2.68,11.4
GHCND:USS0011J69S,20100410,2.91,14.5
GHCND:USS0011J69S,20100411,2.91,12.3
GHCND:USS0011J69S,20100412,2.46,18.8
GHCND:USS0011J69S,20100413,1.57,13.2
GHCND:USS0011J69S,20100414,2.46,8.5
GHCND:USS0011J69S,20100415,2.68,8.9
GHCND:USS0011J69S,20100416,2.91,12.5
GHCND:USS0011J69S,20100417,2.91,11.6
GHCND:USS0011J69S,20100418,3.36,10.7
GHCND:USS0011J69S,20100419,3.80,13.9
GHCND:USS0011J69S,20100420,3.58,13.6
GHCND:USS0011J69S,20100421,2.46,14.3
GHCND:USS0011J69S,20100422,2.01,11.2
GHCND:USS0011J69S,20100423,2.91,12.8
GHCND:USS0011J69S,20100424,2.91,11.9
GHCND:USS0011J69S,20100425,3.13,15.4
GHCND:USS0011J69S,20100426,3.13,11.0
GHCND:USS0011J69S,20100427,4.70,21.9
GHCND:USS0011J69S,20100428,2.24,21.0
GHCND:USS0011J69S,20100429,3.58,17.0
GHCND:USS0011J69S,20100430,2.46,12.3
GHCND:USS0011J69S,20100501,2.91,15.2
GHCND:USS0011J69S,20100502,2.01,11.4
GHCND:USS0011J69S,20100503,4.03,17.0
GHCND:USS0011J69S,20100504,3.58,15.2
GHCND:USS0011J69S,20100505,3.13,16.1
GHCND:USS0011J69S,20100506,3.80,14.5
GHCND:USS0011J69S,20100507,2.91,9.6
GHCND:USS0011J69S,20100508,2.91,13.6
GHCND:USS0011J69S,20100509,2.46,11.9
GHCND:USS0011J69S,20100510,2.01,13.6
GHCND:USS0011J69S,20100511,0.89,8.5
GHCND:USS0011J69S,20100512,2.01,13.2
GHCND:USS0011J69S,20100513,1.79,10.3
GHCND:USS0011J69S,20100514,2.24,10.5
GHCND:USS0011J69S,20100515,2.91,11.4
GHCND:USS0011J69S,20100516,3.13,10.7
GHCND:USS0011J69S,20100517,3.13,14.1
GHCND:USS0011J69S,20100518,1.79,15.2
GHCND:USS0011J69S,20100519,2.24,11.0
GHCND:USS0011J69S,20100520,3.36,18.1
GHCND:USS0011J69S,20100521,2.01,19.0
GHCND:USS0011J69S,20100522,1.34,10.3
GHCND:USS0011J69S,20100523,2.24,12.3
GHCND:USS0011J69S,20100524,0.89,11.0
GHCND:USS0011J69S,20100525,2.24,8.1
GHCND:USS0011J69S,20100526,2.91,12.3
GHCND:USS0011J69S,20100527,3.58,15.9
GHCND:USS0011J69S,20100528,3.13,23.0
GHCND:USS0011J69S,20100529,3.13,13.2
GHCND:USS0011J69S,20100530,3.13,11.4
GHCND:USS0011J69S,20100531,3.13,12.5
GHCND:USS0011J69S,20100601,2.24,8.1
GHCND:USS0011J69S,20100602,2.68,9.8
GHCND:USS0011J69S,20100603,2.91,13.2
GHCND:USS0011J69S,20100604,2.91,14.8
GHCND:USS0011J69S,20100605,3.13,12.1
GHCND:USS0011J69S,20100606,3.36,11.4
GHCND:USS0011J69S,20100607,2.91,12.8
GHCND:USS0011J69S,20100608,2.68,10.5
GHCND:USS0011J69S,20100609,2.91,15.7
GHCND:USS0011J69S,20100610,2.01,17.7
GHCND:USS0011J69S,20100611,2.24,11.4
GHCND:USS0011J69S,20100612,3.80,15.7
GHCND:USS0011J69S,20100613,2.24,10.3
GHCND:USS0011J69S,20100614,3.13,12.1
GHCND:USS0011J69S,20100615,3.36,17.2
GHCND:USS0011J69S,20100616,3.58,23.7
GHCND:USS0011J69S,20100617,2.46,10.3
GHCND:USS0011J69S,20100618,2.91,11.4
GHCND:USS0011J69S,20100619,3.80,13.6
GHCND:USS0011J69S,20100620,4.03,15.2
GHCND:USS0011J69S,20100621,3.36,11.6
GHCND:USS0011J69S,20100622,3.13,11.9
GHCND:USS0011J69S,20100623,2.68,7.8
GHCND:USS0011J69S,20100624,3.58,13.6
GHCND:USS0011J69S,20100625,3.36,12.8
GHCND:USS0011J69S,20100626,3.13,11.4
GHCND:USS0011J69S,20100627,3.36,14.8
GHCND:USS0011J69S,20100628,2.91,9.4
GHCND:USS0011J69S,20100629,3.13,14.3
GHCND:USS0011J69S,20100630,2.46,13.9
GHCND:USS0011J69S,20100701,4.03,17.4
GHCND:USS0011J69S,20100702,4.25,23.7
GHCND:USS0011J69S,20100703,2.91,10.3
GHCND:USS0011J69S,20100704,3.13,15.2
GHCND:USS0011J69S,20100705,3.36,11.2
GHCND:USS0011J69S,20100706,3.13,10.1
GHCND:USS0011J69S,20100707,2.91,11.4
GHCND:USS0011J69S,20100708,2.46,10.1
GHCND:USS0011J69S,20100709,2.46,16.1
GHCND:USS0011J69S,20100710,2.91,11.9
GHCND:USS0011J69S,20100711,3.13,15.2
GHCND:USS0011J69S,20100712,3.80,17.0
GHCND:USS0011J69S,20100713,3.13,13.2
GHCND:USS0011J69S,20100714,2.91,8.9
GHCND:USS0011J69S,20100715,3.36,12.3
GHCND:USS0011J69S,20100716,2.91,9.2
GHCND:USS0011J69S,20100717,2.46,7.6
GHCND:USS0011J69S,20100718,2.91,10.7
GHCND:USS0011J69S,20100719,3.13,9.4
GHCND:USS0011J69S,20100720,2.24,8.5
GHCND:USS0011J69S,20100721,2.91,18.8
GHCND:USS0011J69S,20100722,3.13,10.5
GHCND:USS0011J69S,20100723,3.36,12.8
GHCND:USS0011J69S,20100724,3.13,11.2
GHCND:USS0011J69S,20100725,2.91,10.3
GHCND:USS0011J69S,20100726,2.91,12.3
GHCND:USS0011J69S,20100727,2.68,9.4
GHCND:USS0011J69S,20100728,2.46,10.7
GHCND:USS0011J69S,20100729,2.46,10.3
GHCND:USS0011J69S,20100730,2.68,8.9
GHCND:USS0011J69S,20100731,2.46,13.0
GHCND:USS0011J69S,20100801,2.46,11.4
GHCND:USS0011J69S,20100802,2.68,8.7
GHCND:USS0011J69S,20100803,2.91,11.4
GHCND:USS0011J69S,20100804,2.24,11.9
GHCND:USS0011J69S,20100805,2.24,19.7
GHCND:USS0011J69S,20100806,2.68,23.7
GHCND:USS0011J69S,20100807,2.68,19.9
GHCND:USS0011J69S,20100808,3.36,15.2
GHCND:USS0011J69S,20100809,2.91,15.0
GHCND:USS0011J69S,20100810,3.58,14.1
GHCND:USS0011J69S,20100811,4.25,18.3
GHCND:USS0011J69S,20100812,3.36,15.4
GHCND:USS0011J69S,20100813,3.13,12.8
GHCND:USS0011J69S,20100814,2.91,11.4
GHCND:USS0011J69S,20100815,2.91,13.2
GHCND:USS0011J69S,20100816,3.13,12.1
GHCND:USS0011J69S,20100817,3.13,11.4
GHCND:USS0011J69S,20100818,2.68,13.0
GHCND:USS0011J69S,20100819,2.24,16.8
GHCND:USS0011J69S,20100820,3.36,11.9
GHCND:USS0011J69S,20100821,3.36,14.1
GHCND:USS0011J69S,20100822,3.58,17.9
GHCND:USS0011J69S,20100823,2.68,8.9
GHCND:USS0011J69S,20100824,2.68,9.4
GHCND:USS0011J69S,20100825,3.36,10.7
GHCND:USS0011J69S,20100826,3.58,14.3
GHCND:USS0011J69S,20100827,2.24,18.6
GHCND:USS0011J69S,20100828,4.47,24.8
GHCND:USS0011J69S,20100829,3.80,22.1
GHCND:USS0011J69S,20100830,2.24,13.9
GHCND:USS0011J69S,20100831,2.91,11.4
GHCND:USS0011J69S,20100901,3.36,11.0
GHCND:USS0011J69S,20100902,2.91,8.7
GHCND:USS0011J69S,20100903,2.91,8.7
GHCND:USS0011J69S,20100904,4.03,16.1
GHCND:USS0011J69S,20100905,3.13,12.8
GHCND:USS0011J69S,20100906,3.13,10.3
GHCND:USS0011J69S,20100907,3.36,13.2
GHCND:USS0011J69S,20100908,2.91,15.2
GHCND:USS0011J69S,20100909,2.91,17.0
GHCND:USS0011J69S,20100910,2.24,9.8
GHCND:USS0011J69S,20100911,2.91,10.3
GHCND:USS0011J69S,20100912,3.36,13.2
GHCND:USS0011J69S,20100913,3.58,12.1
GHCND:USS0011J69S,20100914,3.36,15.9
GHCND:USS0011J69S,20100915,2.91,8.1
GHCND:USS0011J69S,20100916,3.36,13.2
GHCND:USS0011J69S,20100917,3.80,17.2
GHCND:USS0011J69S,20100918,3.80,14.5
GHCND:USS0011J69S,20100919,4.03,16.1
GHCND:USS0011J69S,20100920,3.13,14.1
GHCND:USS0011J69S,20100921,3.80,15.2
GHCND:USS0011J69S,20100922,2.91,15.2
GHCND:USS0011J69S,20100923,2.91,12.8
GHCND:USS0011J69S,20100924,3.36,9.6
GHCND:USS0011J69S,20100925,3.13,8.5
GHCND:USS0011J69S,20100926,3.36,9.8
GHCND:USS0011J69S,20100927,3.36,9.8
GHCND:USS0011J69S,20100928,3.36,9.4
GHCND:USS0011J69S,20100929,3.36,9.8
GHCND:USS0011J69S,20100930,3.13,8.5
GHCND:USS0011J69S,20101001,3.36,8.5
GHCND:USS0011J69S,20101002,3.36,8.5
GHCND:USS0011J69S,20101003,3.13,13.4
GHCND:USS0011J69S,20101004,2.24,13.4
GHCND:USS0011J69S,20101005,2.01,14.1
GHCND:USS0011J69S,20101006,2.01,16.8
GHCND:USS0011J69S,20101007,2.24,13.9
GHCND:USS0011J69S,20101008,1.57,13.2
GHCND:USS0011J69S,20101009,2.24,11.4
GHCND:USS0011J69S,20101010,2.68,7.8
GHCND:USS0011J69S,20101011,2.68,10.1
GHCND:USS0011J69S,20101012,2.91,8.7
GHCND:USS0011J69S,20101013,2.68,9.6
GHCND:USS0011J69S,20101014,3.36,9.2
GHCND:USS0011J69S,20101015,3.13,9.4
GHCND:USS0011J69S,20101016,2.91,9.4
GHCND:USS0011J69S,20101017,2.01,9.6
GHCND:USS0011J69S,20101018,2.46,11.0
GHCND:USS0011J69S,20101019,2.91,9.4
GHCND:USS0011J69S,20101020,2.91,6.9
GHCND:USS0011J69S,20101021,2.91,9.4
GHCND:USS0011J69S,20101022,2.24,10.5
GHCND:USS0011J69S,20101023,1.79,12.3
GHCND:USS0011J69S,20101024,4.70,31.1
GHCND:USS0011J69S,20101025,0.00,10.1
GHCND:USS0011J69S,20101026,1.34,14.1
GHCND:USS0011J69S,20101027,2.01,10.5
GHCND:USS0011J69S,20101028,3.36,6.5
GHCND:USS0011J69S,20101029,3.13,10.1
GHCND:USS0011J69S,20101030,2.46,15.2
GHCND:USS0011J69S,20101031,2.01,9.8
GHCND:USS0011J69S,20101101,2.46,5.8
GHCND:USS0011J69S,20101102,2.91,6.5
GHCND:USS0011J69S,20101103,2.46,6.9
GHCND:USS0011J69S,20101104,3.13,5.6
GHCND:USS0011J69S,20101105,3.36,5.4
GHCND:USS0011J69S,20101106,3.13,11.2
GHCND:USS0011J69S,20101107,2.46,13.0
GHCND:USS0011J69S,20101108,2.24,14.5
GHCND:USS0011J69S,20101109,2.46,12.8
GHCND:USS0011J69S,20101110,1.34,6.7
GHCND:USS0011J69S,20101111,1.34,7.6
GHCND:USS0011J69S,20101112,1.34,5.8
GHCND:USS0011J69S,20101113,2.01,10.1
GHCND:USS0011J69S,20101114,1.57,13.0
GHCND:USS0011J69S,20101115,2.68,21.5
GHCND:USS0011J69S,20101116,2.91,22.1
GHCND:USS0011J69S,20101117,2.46,6.5
GHCND:USS0011J69S,20101118,2.91,9.8
GHCND:USS0011J69S,20101119,2.46,15.2
GHCND:USS0011J69S,20101120,4.25,26.6
GHCND:USS0011J69S,20101121,3.36,20.6
GHCND:USS0011J69S,20101122,3.58,17.9
GHCND:USS0011J69S,20101123,4.25,21.0
GHCND:USS0011J69S,20101124,3.80,19.0
GHCND:USS0011J69S,20101125,2.01,6.9
GHCND:USS0011J69S,20101126,2.91,5.6
GHCND:USS0011J69S,20101127,2.24,5.8
GHCND:USS0011J69S,20101128,3.80,19.0
GHCND:USS0011J69S,20101129,2.24,11.4
GHCND:USS0011J69S,20101130,2.46,4.9
GHCND:USS0011J69S,20101201,1.57,5.8
GHCND:USS0011J69S,20101202,2.91,6.5
GHCND:USS0011J69S,20101203,2.01,10.3
GHCND:USS0011J69S,20101204,1.57,11.4
GHCND:USS0011J69S,20101205,1.57,6.7
GHCND:USS0011J69S,20101206,2.24,13.4
GHCND:USS0011J69S,20101207,2.24,11.4
GHCND:USS0011J69S,20101208,2.46,13.4
GHCND:USS0011J69S,20101209,1.34,8.9
GHCND:USS0011J69S,20101210,1.57,19.9
GHCND:USS0011J69S,20101211,0.67,5.8
GHCND:USS0011J69S,20101212,1.79,4.7
GHCND:USS0011J69S,20101213,3.13,5.4
GHCND:USS0011J69S,20101214,2.24,10.3
GHCND:USS0011J69S,20101215,2.01,9.6
GHCND:USS0011J69S,20101216,2.24,9.6
GHCND:USS0011J69S,20101217,1.79,8.5
GHCND:USS0011J69S,20101218,2.24,15.2
GHCND:USS0011J69S,20101219,5.37,24.2
GHCND:USS0011J69S,20101220,1.79,15.4
GHCND:USS0011J69S,20101221,1.57,9.6
GHCND:USS0011J69S,20101222,0.45,8.9
GHCND:USS0011J69S,20101223,0.89,6.3
GHCND:USS0011J69S,20101224,2.01,6.5
GHCND:USS0011J69S,20101225,2.46,6.5
GHCND:USS0011J69S,20101226,2.68,11.4
GHCND:USS0011J69S,20101227,2.68,11.4
GHCND:USS0011J69S,20101228,2.68,8.9
GHCND:USS0011J69S,20101229,4.03,21.9
GHCND:USS0011J69S,20101230,2.24,11.9
GHCND:USS0011J69S,20101231,1.79,10.3
GHCND:USS0011J69S,20110101,1.79,5.4
GHCND:USS0011J69S,20110102,2.01,8.9
GHCND:USS0011J69S,20110103,2.01,7.6
GHCND:USS0011J69S,20110104,2.01,11.4
GHCND:USS0011J69S,20110105,2.91,5.1
GHCND:USS0011J69S,20110106,2.91,5.1
GHCND:USS0011J69S,20110107,2.01,6.0
GHCND:USS0011J69S,20110108,1.57,7.6
GHCND:USS0011J69S,20110109,2.24,8.1
GHCND:USS0011J69S,20110110,2.01,10.5
GHCND:USS0011J69S,20110111,3.13,5.1
GHCND:USS0011J69S,20110112,1.57,11.0
GHCND:USS0011J69S,20110113,2.24,11.2
GHCND:USS0011J69S,20110114,1.34,10.3
GHCND:USS0011J69S,20110115,1.12,7.4
GHCND:USS0011J69S,20110116,1.34,8.3
GHCND:USS0011J69S,20110117,4.03,24.2
GHCND:USS0011J69S,20110118,1.57,10.1
GHCND:USS0011J69S,20110119,3.80,16.6
GHCND:USS0011J69S,20110120,2.46,8.5
GHCND:USS0011J69S,20110121,1.79,7.2
GHCND:USS0011J69S,20110122,3.13,17.0
GHCND:USS0011J69S,20110123,2.91,7.8
GHCND:USS0011J69S,20110124,2.46,9.6
GHCND:USS0011J69S,20110125,1.79,8.9
GHCND:USS0011J69S,20110126,1.79,6.5
GHCND:USS0011J69S,20110127,2.46,4.9
GHCND:USS0011J69S,20110128,2.91,5.1
GHCND:USS0011J69S,20110129,2.91,5.6
GHCND:USS0011J69S,20110130,2.01,9.8
GHCND:USS0011J69S,20110131,2.68,16.3
GHCND:USS0011J69S,20110201,2.68,15.7
GHCND:USS0011J69S,20110202,2.46,6.9
GHCND:USS0011J69S,20110203,2.01,6.9
GHCND:USS0011J69S,20110204,1.57,14.1
GHCND:USS0011J69S,20110205,4.70,18.8
GHCND:USS0011J69S,20110206,1.79,13.2
GHCND:USS0011J69S,20110207,2.68,21.7
GHCND:USS0011J69S,20110208,2.68,13.0
GHCND:USS0011J69S,20110209,2.68,10.3
GHCND:USS0011J69S,20110210,2.46,8.7
GHCND:USS0011J69S,20110211,2.91,6.5
GHCND:USS0011J69S,20110212,3.13,6.5
GHCND:USS0011J69S,20110213,2.91,8.5
GHCND:USS0011J69S,20110214,3.58,15.2
GHCND:USS0011J69S,20110215,3.13,10.1
GHCND:USS0011J69S,20110216,4.47,27.7
GHCND:USS0011J69S,20110217,2.91,17.0
GHCND:USS0011J69S,20110218,3.13,13.9
GHCND:USS0011J69S,20110219,1.12,11.4
GHCND:USS0011J69S,20110220,0.00,0.0
GHCND:USS0011J69S,20110221,1.57,10.1
GHCND:USS0011J69S,20110222,4.03,17.4
GHCND:USS0011J69S,20110223,2.46,9.4
GHCND:USS0011J69S,20110224,2.46,14.5
GHCND:USS0011J69S,20110225,4.47,19.2
GHCND:USS0011J69S,20110226,1.79,9.6
GHCND:USS0011J69S,20110227,2.24,10.3
GHCND:USS0011J69S,20110228,3.13,11.2
GHCND:USS0011J69S,20110301,2.91,6.9
GHCND:USS0011J69S,20110302,2.91,16.1
GHCND:USS0011J69S,20110303,2.68,17.0
GHCND:USS0011J69S,20110304,2.24,10.7
GHCND:USS0011J69S,20110305,2.68,13.2
GHCND:USS0011J69S,20110306,1.12,7.6
GHCND:USS0011J69S,20110307,0.45,6.7
GHCND:USS0011J69S,20110308,1.12,11.6
GHCND:USS0011J69S,20110309,1.79,6.3
GHCND:USS0011J69S,20110310,3.58,21.3
GHCND:USS0011J69S,20110311,2.24,10.1
GHCND:USS0011J69S,20110312,1.34,9.4
GHCND:USS0011J69S,20110313,1.79,9.2
GHCND:USS0011J69S,20110314,2.46,12.3
GHCND:USS0011J69S,20110315,2.91,12.1
GHCND:USS0011J69S,20110316,3.36,21.5
GHCND:USS0011J69S,20110317,1.12,8.5
